epoch,train_loss,val_loss,val_f1,val_auc,val_acc,lr
30,0.13934612274169922,0.11389954388141632,0.9552373767319252,0.9920583831108708,0.9527272727272728,0.001
31,0.13551141694188118,0.10942011326551437,0.963003737417367,0.9924323730745956,0.9613636363636363,0.001
32,0.13283424451947212,0.10683951526880264,0.9637395133521505,0.9927258513100184,0.9621818181818181,0.001
33,0.12550651840865612,0.10492567718029022,0.9657985775014918,0.9928831070664789,0.9644545454545455,0.001
34,0.13172297552227974,0.10465920716524124,0.9625259633165791,0.9929143826356285,0.9608181818181818,0.001
35,0.12887941673398018,0.1022651419043541,0.9645770615891819,0.9932262238367976,0.9630909090909091,0.001
36,0.12200209870934486,0.10129355639219284,0.9665488618909337,0.9933375721788924,0.9652727272727273,0.001
37,0.12092479690909386,0.0997779443860054,0.9644940977668025,0.9935401500759099,0.963,0.001
38,0.11629406176507473,0.09773499518632889,0.9672574734748024,0.9937461664565534,0.966,0.001
39,0.11660185642540455,0.09714125841856003,0.965931798986652,0.9937981826662968,0.9645454545454546,0.001
40,0.11563589237630367,0.09628533571958542,0.9649345169645706,0.9940058817091401,0.9634545454545455,0.001
41,0.1146182157099247,0.093340203166008,0.9658651593344609,0.9944114764585316,0.9644545454545455,0.001
42,0.1113100666552782,0.09319919347763062,0.9691986567804758,0.9942984454542368,0.9680909090909091,0.001
43,0.11170926317572594,0.09256631880998611,0.9685435289833076,0.9942908734743375,0.9673636363636363,0.001
44,0.10779409669339657,0.08996731787919998,0.9713169563959788,0.9946180415333705,0.9703636363636363,0.001
45,0.10794463753700256,0.08965455740690231,0.9738157873099161,0.9946849090660084,0.9730909090909091,0.001
46,0.10927364602684975,0.08954156935214996,0.9674804227566988,0.9946664729410359,0.9661818181818181,0.001
47,0.10549850948154926,0.08933053910732269,0.9723094248310619,0.9946430985683031,0.9714545454545455,0.001
48,0.10800267197191715,0.08799035102128983,0.9671627376844603,0.9947151969856057,0.9658181818181818,0.001
49,0.10073716752231121,0.08536054193973541,0.9679971163899109,0.9950500467633773,0.9667272727272728,0.001
50,0.09935306943953037,0.08432572335004807,0.9742814737676377,0.9951344725102745,0.9735454545454545,0.001
51,0.09706541523337364,0.08382293581962585,0.9722460629456054,0.9950993560817557,0.9713636363636363,0.001
52,0.09705163724720478,0.08325962722301483,0.9736934054997705,0.9951307048101313,0.972909090909091,0.001
53,0.1011892594397068,0.08178331702947617,0.973191290282302,0.9952712071038193,0.9723636363636363,0.001
54,0.0962994284927845,0.08088798075914383,0.976230455171169,0.9955439446986484,0.9756363636363636,0.001
55,0.09482812136411667,0.0810854583978653,0.9742748057857126,0.995357059455625,0.9735454545454545,0.001
56,0.09332732483744621,0.08088374137878418,0.9726900803904112,0.9953208822183283,0.9718181818181818,0.001
57,0.09285780601203442,0.08092334121465683,0.9769951944957452,0.9955057190030212,0.9764545454545455,0.001
58,0.09281561337411404,0.07905226945877075,0.9765666417557795,0.995637844565323,0.976,0.001
59,0.0930908415466547,0.07857074588537216,0.9745564919341616,0.9956384664187449,0.9738181818181818,0.001
60,0.08963732607662678,0.07896088808774948,0.9774061603581278,0.9957587036068085,0.976909090909091,0.001
61,0.08487385138869286,0.07797826826572418,0.9743212544001492,0.9957005420220743,0.9735454545454545,0.001
62,0.0871669389307499,0.0771401971578598,0.9756766158832461,0.9957591425621649,0.975,0.001
63,0.08973293751478195,0.0761001706123352,0.9773804700547531,0.9958490918306311,0.9768181818181818,0.001
64,0.08714054711163044,0.07767383009195328,0.9778716302777063,0.9955726962744982,0.9773636363636363,0.001
65,0.0903194285929203,0.07492969930171967,0.9776613095917958,0.9959305546288719,0.9770909090909091,0.001
66,0.08686806261539459,0.07417991012334824,0.9752823944293145,0.9959944592128537,0.9745454545454545,0.001
67,0.0827039536088705,0.07573632895946503,0.9775460058336513,0.995706760556291,0.977,0.001
68,0.08483353070914745,0.07559288293123245,0.9783533555042379,0.9957756033880331,0.9778181818181818,0.001
69,0.08314771577715874,0.07555409520864487,0.9751781181740784,0.995810902714617,0.9744545454545455,0.001
70,0.08304081857204437,0.07457359880208969,0.9760366405403248,0.9958933897420231,0.9753636363636363,0.001
71,0.08461541682481766,0.0736846998333931,0.9767379999174316,0.9959072534153652,0.9760909090909091,0.001
72,0.07877260819077492,0.07293715327978134,0.9749614289225211,0.9961129039998783,0.9741818181818181,0.001
73,0.08069644123315811,0.0740489661693573,0.9773864384649791,0.9958622239117126,0.9768181818181818,0.001
74,0.07900774292647839,0.07190407812595367,0.9777294018052347,0.9961545315995183,0.9771818181818182,0.001
75,0.08153399266302586,0.07134667038917542,0.977912694288759,0.9962298490227685,0.9773636363636363,0.001
76,0.07801744900643826,0.07024645805358887,0.977489939153327,0.9963589384771877,0.976909090909091,0.0005
77,0.0782682467252016,0.06976551562547684,0.9787716273532165,0.9963874339957461,0.9782727272727273,0.0005
78,0.08014272898435593,0.06913182884454727,0.9788744724919526,0.9963882753268463,0.9783636363636363,0.0005
79,0.08030349016189575,0.07002854347229004,0.9775076434889904,0.9963417826386717,0.976909090909091,0.0005
80,0.07388447690755129,0.06971511989831924,0.9782675104447629,0.9964008952933451,0.9777272727272728,0.0005
81,0.07524525932967663,0.07006484270095825,0.980836628010721,0.9963694002465173,0.9804545454545455,0.0005
82,0.0762554332613945,0.07159128040075302,0.9803989201235023,0.9962170095785912,0.98,0.0005
83,0.077139962464571,0.0712687149643898,0.9801396731850971,0.9963319061431508,0.9797272727272728,0.0005
84,0.07431218028068542,0.07015363872051239,0.9792824737006244,0.9964040411400665,0.9788181818181818,0.0005
85,0.07360013388097286,0.0698157474398613,0.9781585798967757,0.9963912382755024,0.9776363636363636,0.0005
86,0.07277893647551537,0.06860890984535217,0.9790353043128512,0.9964784806526037,0.9785454545454545,0.0005
87,0.07225239835679531,0.06911887228488922,0.9796971101433851,0.9963984078796583,0.9792727272727273,0.0005
88,0.0748270321637392,0.06924762576818466,0.9785080189336233,0.9963714487048476,0.978,0.0005
89,0.07486858032643795,0.06941390037536621,0.9778269171372845,0.9963549878789795,0.9772727272727273,0.00025
90,0.07259601913392544,0.06873150914907455,0.9778269171372845,0.9964442055551849,0.9772727272727273,0.00025
91,0.07361279241740704,0.06831295043230057,0.9790185284431632,0.9965080735595534,0.9785454545454545,0.00025
92,0.0708872526884079,0.06847333163022995,0.9800371414004511,0.9965237662135475,0.9796363636363636,0.00025
93,0.06765658967196941,0.06900641322135925,0.9808262365468373,0.9964896374345811,0.9804545454545455,0.00025
94,0.06758312415331602,0.06883864849805832,0.9803177927081006,0.9964481927330062,0.979909090909091,0.00025
95,0.07007702253758907,0.06864509731531143,0.9792018911817509,0.9964545941652885,0.9787272727272728,0.00025
96,0.06885443162173033,0.06841310858726501,0.9794767404562212,0.9965095733236881,0.979,0.00025
